No.,Name,Excellents,Errors,In-Play,Attempts,%
27,GOLUBEV Valentin,22,3.0,15,40,55.0
18,KLIUKA Egor,8,, 5,13,
7,VOLKOV Dmitry,4,, 2,6,
1,PODLESNYKH Yaroslav,,,, ,
4,VOLVICH Artem,,,, ,
9,IAKOVLEV Ivan,,,, ,
10,BOGDAN Denis,,,, ,
11,PANKOV Pavel,,,, ,
15,POLETAEV Victor,,,, ,
17,MIKHAYLOV Maxim,,,, ,
20,KURKAEV Ilyas,,,, ,
24,KOBZAR Igor,,,, ,
ls,,34,3.0,22,59,57.63
