No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 2,GREBENNIKOV Jenia,12,8.0,, 20,2.4
17,CLEVENOT Trevor,9,7.0,1,17,1.8
 6,TONIUTTI Benjamin,5,3.0,3,11,1.0
 9,NGAPETH Earvin,4,7.0,2,13,0.8
 4,PATRY Jean,2,5.0,3,10,0.4
 1,CHINENYEZE Barthelemy,2,2.0,1,5,0.4
14,le GOFF Nicolas,1,2.0,, 3,0.2
19,LOUATI Yacine,1,1.0,, 2,0.2
 7,TILLIE Kevin,1,,-, 1,0.2
11,BRIZARD Antoine,,,-, ,
12,BOYER Stephen,,,-, ,
16,BULTOR Daryl,,,-, ,
ls,,37,35.0,10,82,7.4
