,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 7,TILLIE Kevin,9,1.0,5,15,60.0
1, 9,NGAPETH Earvin,10,, 12,22,45.45
2,2,GREBENNIKOV Jenia,8,, 3,11,
3,1,CHINENYEZE Barthelemy,2,, 1,3,
4,17,CLEVENOT Trevor,1,, 1,2,
5,6,TONIUTTI Benjamin,,, 1,1,
6,11,BRIZARD Antoine,,, 1,1,
7,4,PATRY Jean,,,, ,
8,12,BOYER Stephen,,,, ,
9,14,le GOFF Nicolas,,,, ,
10,16,BULTOR Daryl,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,30,1.0,24,55,54.55
