No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 6,MOUSAVI ERAGHI Seyed Mohammad,5.0,6,4,15,1.0
15,MOJARAD Aliasghar,1.0,4,6,11,0.2
17,SALEHI Meisam,1.0,4,2,7,0.2
 4,MAROUFLAKRANI Mir Saeid,1.0,2,1,4,0.2
11,KAZEMI Saber,1.0,1,1,3,0.2
24,KARIMISOUCHELMAEI Javad,, 1,4,5,0.0
 2,EBADIPOUR GHARA H. Milad,, 3,2,5,0.0
10,GHAFOUR Amir,, 1,2,3,0.0
9,GHOLAMI Masoud,,,, ,
12,SHARIFI Morteza,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
ls,,9.0,22,22,53,1.8
