,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,11,CHRISTENSON Micah,59,1.0,43,103,14.75
1, 8,DEFALCO Torey,3,, 5,8,0.75
2,22,SHOJI Erik,2,, 4,6,0.5
3,12,HOLT Maxwell,2,,, 2,0.5
4, 3,SANDER Taylor,1,, 3,4,0.25
5,1,ANDERSON Matthew,,,, ,
6,5,ENSING Kyle,,,, ,
7,6,STAHL Mitchell,,,, ,
8,7,SHOJI Kawika,,,, ,
9,17,JAESCHKE Thomas,,,, ,
10,18,MUAGUTUTIA Garrett,,,, ,
11,20,SMITH David,,,, ,
12,ls,,67,1.0,55,123,16.75
