,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0, 3,BEN SLIMENE Khaled,34,, 42,76,8.5
1,11,MOALLA Ismail,1,, 3,4,0.25
2,10,NAGGA Hamza,1,, 2,3,0.25
3, 6,BEN OTHMEN MILADI Mohamed Ali,1,, 1,2,0.25
4,20,HMISSI Saddem,,, 4,4,0.0
5, 7,KARAMOSLI Elyes,,, 1,1,0.0
6, 9,AGREBI Omar,,, 1,1,0.0
7,2,KADHI Ahmed,,,, ,
8,12,BEN CHEIKH Mehdi,,,, ,
9,13,MBAREKI Selim,,,, ,
10,15,BEN TARA Wassim,,,, ,
11,19,BOUGUERRA Aymen,,,, ,
12,ls,,37,,54,91,9.25
