No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,LEON VENERO Wilfredo,3.0,4,5,12,1.0
 6,KUREK Bartosz,2.0,2,13,17,0.67
20,BIENIEK Mateusz,2.0,1,10,13,0.67
14,SLIWKA Aleksander,1.0,1,10,12,0.33
11,DRZYZGA Fabian,, 2,7,9,0.0
 1,NOWAKOWSKI Piotr,, 1,6,7,0.0
15,KOCHANOWSKI Jakub,,, 3,3,0.0
 5,KACZMAREK Lukasz,,, 1,1,0.0
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,8.0,11,55,74,2.67
