No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,De SOUZA Mauricio Luiz,3.0,3,11,17,0.75
 1,REZENDE Bruno Mossa,1.0,1,15,17,0.25
 9,LEAL HIDALGO Yoandy,1.0,4,12,17,0.25
16,SAATKAMP Lucas,1.0,3,11,15,0.25
18,SOUZA Ricardo Lucarelli,1.0,4,7,12,0.25
21,SOUZA Alan,1.0,1,1,3,0.25
 8,De SOUZA Wallace,, 2,9,11,0.0
14,CORREIA De SOUZA Douglas,,, 3,3,0.0
5,BORGES ALMEIDA SILVA Mauricio,,,, ,
6,GIL KRELING Fernando,,,, ,
12,SANTOS Isac,,,, ,
17,HOSS Thales,,,, ,
ls,,8.0,18,69,95,2.0
