,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,20,HMISSI Saddem,5,8.0,, 13,1.67
1, 6,BEN OTHMEN MILADI Mohamed Ali,3,2.0,, 5,1.0
2,15,BEN TARA Wassim,2,3.0,, 5,0.67
3,19,BOUGUERRA Aymen,2,1.0,, 3,0.67
4, 7,KARAMOSLI Elyes,1,2.0,, 3,0.33
5,10,NAGGA Hamza,1,1.0,, 2,0.33
6, 3,BEN SLIMENE Khaled,,,- 4,4,0.0
7, 9,AGREBI Omar,,3.0,, 3,0.0
8, 2,KADHI Ahmed,,1.0,, 1,0.0
9,11,MOALLA Ismail,,1.0,, 1,0.0
10,12,BEN CHEIKH Mehdi,,,-, ,
11,13,MBAREKI Selim,,,-, ,
12,ls,,14,22.0,4,40,4.67
