No.,Name,Excellents,Errors,In-Play,Attempts,%
18,MICHIELETTO Alessandro,9,1.0,8,18,50.0
 5,JUANTORENA Osmany,7,3.0,8,18,38.89
13,COLACI Massimo,9,3.0,2,14,
9,ZAYTSEV Ivan,3,1.0,1,5,
19,LAVIA Daniele,3,, 1,4,
17,ANZANI Simone,2,,, 2,
2,KOVAR Jiri,1,,, 1,
11,PIANO Matteo,1,,, 1,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
14,GALASSI Gianluca,,,, ,
15,SBERTOLI Riccardo,,,, ,
ls,,35,8.0,20,63,55.56
