No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 4,PATRY Jean,4.0,2,6,12,0.8
 1,CHINENYEZE Barthelemy,3.0,7,2,12,0.6
17,CLEVENOT Trevor,3.0,2,1,6,0.6
14,le GOFF Nicolas,2.0,8,4,14,0.4
 6,TONIUTTI Benjamin,1.0,1,5,7,0.2
 9,NGAPETH Earvin,, 4,6,10,0.0
11,BRIZARD Antoine,, 2,1,3,0.0
2,GREBENNIKOV Jenia,,,, ,
7,TILLIE Kevin,,,, ,
12,BOYER Stephen,,,, ,
16,BULTOR Daryl,,,, ,
19,LOUATI Yacine,,,, ,
ls,,13.0,26,25,64,2.6
