,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,13,VERNONEVANS Sharone,2.0,2,8,12,0.4
1, 2,PERRIN John Gordon,1.0,3,14,18,0.2
2,20,SZWARC Arthur,1.0,3,5,9,0.2
3,12,van BERKEL Lucas,, 1,15,16,0.0
4, 1,SANDERS Tyler,, 2,13,15,0.0
5, 4,HOAG Nicholas,, 4,10,14,0.0
6,10,SCLATER Ryan Joseph,, 1,8,9,0.0
7,17,VIGRASS Graham,, 1,7,8,0.0
8, 9,BLANKENAU Jay,,, 1,1,0.0
9, 7,MAAR Stephen Timothy,, 1,, 1,0.0
10,3,MARSHALL Steven,,,, ,
11,19,BANN Blair Cameron,,,, ,
12,ls,,4.0,18,81,103,0.8
