No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 2,EBADIPOUR GHARA H. Milad,3.0,4,15,22,0.6
10,GHAFOUR Amir,1.0,6,9,16,0.2
15,MOJARAD Aliasghar,, 2,17,19,0.0
17,SALEHI Meisam,, 4,12,16,0.0
 4,MAROUFLAKRANI Mir Saeid,, 3,12,15,0.0
 6,MOUSAVI ERAGHI Seyed Mohammad,, 6,9,15,0.0
11,KAZEMI Saber,,, 6,6,0.0
12,SHARIFI Morteza,, 1,, 1,0.0
9,GHOLAMI Masoud,,,, ,
19,MARANDI Mahdi,,,, ,
21,SALEHI Arman,,,, ,
24,KARIMISOUCHELMAEI Javad,,,, ,
ls,,4.0,26,80,110,0.8
