No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,MOALLA Ismail,4,2.0,3,9,1.33
 6,BEN OTHMEN MILADI Mohamed Ali,3,4.0,1,8,1.0
15,BEN TARA Wassim,1,2.0,2,5,0.33
20,HMISSI Saddem,1,3.0,1,5,0.33
 7,KARAMOSLI Elyes,1,2.0,, 3,0.33
 3,BEN SLIMENE Khaled,,2.0,1,3,0.0
10,NAGGA Hamza,,2.0,1,3,0.0
 2,KADHI Ahmed,,1.0,1,2,0.0
 9,AGREBI Omar,,, 1,1,0.0
12,BEN CHEIKH Mehdi,,,, ,
13,MBAREKI Selim,,,, ,
19,BOUGUERRA Aymen,,,, ,
ls,,10,18.0,11,39,3.33
