No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
22,SHOJI Erik,9,8.0,2,19,2.25
 1,ANDERSON Matthew,9,2.0,3,14,2.25
11,CHRISTENSON Micah,8,7.0,2,17,2.0
 3,SANDER Taylor,6,2.0,2,10,1.5
 8,DEFALCO Torey,5,3.0,3,11,1.25
20,SMITH David,4,3.0,, 7,1.0
12,HOLT Maxwell,,2.0,2,4,0.0
18,MUAGUTUTIA Garrett,,3.0,, 3,0.0
5,ENSING Kyle,,,, ,
6,STAHL Mitchell,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
ls,,41,30.0,14,85,10.25
