No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,SOLE Sebastian,3.0,3,3,9,1.0
12,LIMA Bruno,1.0,5,, 6,0.33
15,de CECCO Luciano,1.0,3,1,5,0.33
 8,LOSER Agustin,, 5,7,12,0.0
 7,CONTE Facundo,, 2,2,4,0.0
13,PALACIOS Ezequiel,, 2,2,4,0.0
 6,POGLAJEN Cristian,,, 2,2,0.0
18,RAMOS Martin,, 1,, 1,0.0
1,SANCHEZ Matias,,,, ,
2,PEREYRA Federico,,,, ,
9,DANANI Santiago,,,, ,
17,MENDEZ Nicolas,,,, ,
ls,,5.0,21,17,43,1.67
