,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,27,GOLUBEV Valentin,9,8.0,3,20,2.25
1,24,KOBZAR Igor,9,4.0,3,16,2.25
2,17,MIKHAYLOV Maxim,4,, 1,5,1.0
3, 1,PODLESNYKH Yaroslav,3,1.0,1,5,0.75
4, 4,VOLVICH Artem,3,1.0,, 4,0.75
5, 9,IAKOVLEV Ivan,3,1.0,, 4,0.75
6, 7,VOLKOV Dmitry,2,3.0,, 5,0.5
7,18,KLIUKA Egor,1,2.0,1,4,0.25
8,11,PANKOV Pavel,1,, 1,2,0.25
9,20,KURKAEV Ilyas,,1.0,, 1,0.0
10,10,BOGDAN Denis,,,, ,
11,15,POLETAEV Victor,,,, ,
12,ls,,35,21.0,10,66,8.75
