No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
20,YAMAMOTO Tomohiro,15,9.0,2,26,3.0
11,NISHIDA Yuji,9,4.0,1,14,1.8
14,ISHIKAWA Yuki,6,9.0,3,18,1.2
12,SEKITA Masahiro,5,3.0,2,10,1.0
 2,ONODERA Taishi,5,2.0,, 7,1.0
21,TAKAHASHI Ran,2,3.0,2,7,0.4
 6,YAMAUCHI Akihiro,2,2.0,, 4,0.4
 3,FUJII Naonobu,,1.0,, 1,0.0
1,SHIMIZU Kunihiro,,,, ,
15,RI Haku,,,, ,
17,TAKANASHI Kenta,,,, ,
19,OTSUKA Tatsunori,,,, ,
ls,,44,33.0,10,87,8.8
