,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,18,MICHIELETTO Alessandro,6,, 3,9,1.5
1,14,GALASSI Gianluca,4,1.0,3,8,1.0
2,13,COLACI Massimo,3,6.0,1,10,0.75
3, 9,ZAYTSEV Ivan,3,5.0,1,9,0.75
4, 5,JUANTORENA Osmany,2,1.0,, 3,0.5
5, 6,GIANNELLI Simone,1,5.0,3,9,0.25
6,17,ANZANI Simone,1,1.0,2,4,0.25
7,2,KOVAR Jiri,,,, ,
8,4,VETTORI Luca,,,, ,
9,11,PIANO Matteo,,,, ,
10,15,SBERTOLI Riccardo,,,, ,
11,19,LAVIA Daniele,,,, ,
12,ls,,20,19.0,13,52,5.0
