No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
15,SBERTOLI Riccardo,37,, 29,66,12.33
13,COLACI Massimo,3,, 1,4,1.0
17,ANZANI Simone,1,,, 1,0.33
 5,JUANTORENA Osmany,,, 4,4,0.0
2,KOVAR Jiri,,,, ,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
9,ZAYTSEV Ivan,,,, ,
11,PIANO Matteo,,,, ,
14,GALASSI Gianluca,,,, ,
18,MICHIELETTO Alessandro,,,, ,
19,LAVIA Daniele,,,, ,
ls,,41,,34,75,13.67
