No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 9,IAKOVLEV Ivan,3.0,10,6,19,0.6
17,MIKHAYLOV Maxim,3.0,2,5,10,0.6
11,PANKOV Pavel,1.0,3,2,6,0.2
 1,PODLESNYKH Yaroslav,1.0,2,, 3,0.2
20,KURKAEV Ilyas,, 8,4,12,0.0
18,KLIUKA Egor,, 4,2,6,0.0
 7,VOLKOV Dmitry,,, 4,4,0.0
24,KOBZAR Igor,, 1,1,2,0.0
4,VOLVICH Artem,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
27,GOLUBEV Valentin,,,, ,
ls,,8.0,30,24,62,1.6
