No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,CHRISTENSON Micah,59,, 35,94,14.75
22,SHOJI Erik,1,, 4,5,0.25
 8,DEFALCO Torey,1,, 2,3,0.25
12,HOLT Maxwell,1,,, 1,0.25
 1,ANDERSON Matthew,,, 2,2,0.0
 3,SANDER Taylor,,, 1,1,0.0
5,ENSING Kyle,,,, ,
6,STAHL Mitchell,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
20,SMITH David,,,, ,
ls,,62,,44,106,15.5
