No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
27,GOLUBEV Valentin,9,8.0,3,20,2.25
24,KOBZAR Igor,9,4.0,3,16,2.25
17,MIKHAYLOV Maxim,4,, 1,5,1.0
 1,PODLESNYKH Yaroslav,3,1.0,1,5,0.75
 4,VOLVICH Artem,3,1.0,, 4,0.75
 9,IAKOVLEV Ivan,3,1.0,, 4,0.75
 7,VOLKOV Dmitry,2,3.0,, 5,0.5
18,KLIUKA Egor,1,2.0,1,4,0.25
11,PANKOV Pavel,1,, 1,2,0.25
20,KURKAEV Ilyas,,1.0,, 1,0.0
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
ls,,35,21.0,10,66,8.75
