No.,Name,Points,Errors,In-Play,Attempts,%
 9,LEON VENERO Wilfredo,28.0,3,10,41,60.98
 6,KUREK Bartosz,25.0,7,7,39,46.15
13,KUBIAK Michal,3.0,3,7,13,
20,BIENIEK Mateusz,6.0,3,4,13,
14,SLIWKA Aleksander,1.0,4,4,9,
16,SEMENIUK Kamil,3.0,1,2,6,
15,KOCHANOWSKI Jakub,1.0,2,3,6,
1,NOWAKOWSKI Piotr,2.0,, 1,3,
5,KACZMAREK Lukasz,1.0,,, 1,
11,DRZYZGA Fabian,, 1,, 1,
12,LOMACZ Grzegorz,,,, ,
17,ZATORSKI Pawel,,,, ,
ls,,70.0,24,38,132,34.85
