No.,Name,Excellents,Errors,In-Play,Attempts,%
17,ZATORSKI Pawel,14,, 3,17,82.35
14,SLIWKA Aleksander,11,, 3,14,78.57
 9,LEON VENERO Wilfredo,12,1.0,3,16,75.0
1,NOWAKOWSKI Piotr,1,,, 1,
11,DRZYZGA Fabian,1,,, 1,
13,KUBIAK Michal,1,,, 1,
5,KACZMAREK Lukasz,,,, ,
6,KUREK Bartosz,,,, ,
12,LOMACZ Grzegorz,,,, ,
15,KOCHANOWSKI Jakub,,,, ,
16,SEMENIUK Kamil,,,, ,
20,BIENIEK Mateusz,,,, ,
ls,,40,1.0,9,50,80.0
