No.,Name,Excellents,Errors,In-Play,Attempts,%
17,HOSS Thales,22,, 7,29,75.86
18,SOUZA Ricardo Lucarelli,23,1.0,13,37,62.16
9,LEAL HIDALGO Yoandy,13,, 10,23,
14,CORREIA De SOUZA Douglas,2,, 3,5,
5,BORGES ALMEIDA SILVA Mauricio,1,,, 1,
13,De SOUZA Mauricio Luiz,1,,, 1,
1,REZENDE Bruno Mossa,,,, ,
6,GIL KRELING Fernando,,,, ,
8,De SOUZA Wallace,,,, ,
12,SANTOS Isac,,,, ,
16,SAATKAMP Lucas,,,, ,
21,SOUZA Alan,,,, ,
ls,,62,1.0,33,96,64.58
