,TotalRk No.,Name,Points,Errors,In-Play,Attempts,%
0, 4,HOAG Nicholas,7.0,3,4,14,28.57
1, 2,PERRIN John Gordon,6.0,3,3,12,25.0
2, 7,MAAR Stephen Timothy,4.0,2,5,11,18.18
3,13,VERNONEVANS Sharone,6.0,5,8,19,5.26
4,12,van BERKEL Lucas,2.0,, 2,4,
5,17,VIGRASS Graham,2.0,, 2,4,
6,10,SCLATER Ryan Joseph,1.0,1,, 2,
7,20,SZWARC Arthur,1.0,1,, 2,
8,9,BLANKENAU Jay,1.0,,, 1,
9,3,MARSHALL Steven,, 1,, 1,
10,1,SANDERS Tyler,,,, ,
11,19,BANN Blair Cameron,,,, ,
12,ls,,30.0,16,24,70,20.0
