No.,Name,Excellents,Errors,In-Play,Attempts,%
13,COLACI Massimo,14,2.0,5,21,66.67
 5,JUANTORENA Osmany,18,1.0,13,32,56.25
18,MICHIELETTO Alessandro,12,1.0,13,26,46.15
2,KOVAR Jiri,,, 1,1,
14,GALASSI Gianluca,,, 1,1,
4,VETTORI Luca,,,, ,
6,GIANNELLI Simone,,,, ,
9,ZAYTSEV Ivan,,,, ,
11,PIANO Matteo,,,, ,
15,SBERTOLI Riccardo,,,, ,
17,ANZANI Simone,,,, ,
19,LAVIA Daniele,,,, ,
ls,,44,4.0,33,81,54.32
