No.,Name,Points,Errors,In-Play,Attempts,%
 3,SANDER Taylor,14.0,2,4,20,60.0
12,HOLT Maxwell,13.0,3,2,18,55.56
 8,DEFALCO Torey,21.0,5,10,36,44.44
 1,ANDERSON Matthew,8.0,4,9,21,19.05
6,STAHL Mitchell,6.0,, 2,8,
20,SMITH David,3.0,1,, 4,
11,CHRISTENSON Micah,1.0,, 1,2,
17,JAESCHKE Thomas,,, 1,1,
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
22,SHOJI Erik,,,, ,
ls,,66.0,15,29,110,46.36
