No.,Name,Points,Errors,In-Play,Attempts,%
11,MOALLA Ismail,8.0,4,6,18,22.22
 6,BEN OTHMEN MILADI Mohamed Ali,6.0,3,7,16,18.75
15,BEN TARA Wassim,13.0,8,13,34,14.71
10,NAGGA Hamza,7.0,2,1,10,
2,KADHI Ahmed,2.0,, 4,6,
13,MBAREKI Selim,3.0,, 3,6,
3,BEN SLIMENE Khaled,2.0,, 2,4,
9,AGREBI Omar,, 2,1,3,
7,KARAMOSLI Elyes,,,, ,
12,BEN CHEIKH Mehdi,,,, ,
19,BOUGUERRA Aymen,,,, ,
20,HMISSI Saddem,,,, ,
ls,,41.0,19,37,97,22.68
