,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0,18,SOUZA Ricardo Lucarelli,21,1.0,14,36,58.33
1,14,CORREIA De SOUZA Douglas,10,, 6,16,
2,17,HOSS Thales,12,1.0,2,15,
3,9,LEAL HIDALGO Yoandy,5,, 8,13,
4,1,REZENDE Bruno Mossa,,, 1,1,
5,13,De SOUZA Mauricio Luiz,,, 1,1,
6,5,BORGES ALMEIDA SILVA Mauricio,,,, ,
7,6,GIL KRELING Fernando,,,, ,
8,8,De SOUZA Wallace,,,, ,
9,12,SANTOS Isac,,,, ,
10,16,SAATKAMP Lucas,,,, ,
11,21,SOUZA Alan,,,, ,
12,ls,,48,2.0,32,82,58.54
