No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 2,PERRIN John Gordon,3.0,3,3,9,1.0
12,van BERKEL Lucas,2.0,5,5,12,0.67
10,SCLATER Ryan Joseph,1.0,1,1,3,0.33
13,VERNONEVANS Sharone,1.0,1,, 2,0.33
17,VIGRASS Graham,, 2,10,12,0.0
 1,SANDERS Tyler,,, 2,2,0.0
 4,HOAG Nicholas,, 1,1,2,0.0
3,MARSHALL Steven,,,, ,
7,MAAR Stephen Timothy,,,, ,
9,BLANKENAU Jay,,,, ,
19,BANN Blair Cameron,,,, ,
20,SZWARC Arthur,,,, ,
ls,,7.0,13,22,42,2.33
