No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 6,STAHL Mitchell,1.0,1,7,9,0.33
 8,DEFALCO Torey,, 1,13,14,0.0
12,HOLT Maxwell,, 2,10,12,0.0
 1,ANDERSON Matthew,, 3,8,11,0.0
 3,SANDER Taylor,, 4,7,11,0.0
11,CHRISTENSON Micah,, 2,7,9,0.0
20,SMITH David,, 1,1,2,0.0
5,ENSING Kyle,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
22,SHOJI Erik,,,, ,
ls,,1.0,14,53,68,0.33
