No.,Name,Excellents,Errors,In-Play,Attempts,%
17,HOSS Thales,15,1.0,8,24,62.5
18,SOUZA Ricardo Lucarelli,14,, 9,23,60.87
 9,LEAL HIDALGO Yoandy,9,1.0,11,21,42.86
13,De SOUZA Mauricio Luiz,2,1.0,, 3,
5,BORGES ALMEIDA SILVA Mauricio,1,, 1,2,
14,CORREIA De SOUZA Douglas,1,, 1,2,
16,SAATKAMP Lucas,1,,, 1,
1,REZENDE Bruno Mossa,,,, ,
6,GIL KRELING Fernando,,,, ,
8,De SOUZA Wallace,,,, ,
12,SANTOS Isac,,,, ,
21,SOUZA Alan,,,, ,
ls,,43,3.0,30,76,56.58
