,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,11,MOALLA Ismail,, 3,15,18,0.0
1, 3,BEN SLIMENE Khaled,, 3,13,16,0.0
2, 2,KADHI Ahmed,, 4,11,15,0.0
3,15,BEN TARA Wassim,, 2,12,14,0.0
4,13,MBAREKI Selim,, 2,10,12,0.0
5, 6,BEN OTHMEN MILADI Mohamed Ali,,, 11,11,0.0
6, 9,AGREBI Omar,,, 4,4,0.0
7,12,BEN CHEIKH Mehdi,,, 3,3,0.0
8, 7,KARAMOSLI Elyes,, 1,1,2,0.0
9,19,BOUGUERRA Aymen,,, 1,1,0.0
10,10,NAGGA Hamza,,,, ,
11,20,HMISSI Saddem,,,, ,
12,ls,,,15,81,96,0.0
