No.,Name,Points,Errors,In-Play,Attempts,%
 2,PERRIN John Gordon,20.0,2,9,31,58.06
 4,HOAG Nicholas,7.0,3,7,17,23.53
13,VERNONEVANS Sharone,10.0,5,7,22,22.73
 7,MAAR Stephen Timothy,6.0,5,7,18,5.56
12,van BERKEL Lucas,6.0,1,2,9,
17,VIGRASS Graham,3.0,, 1,4,
20,SZWARC Arthur,, 1,3,4,
9,BLANKENAU Jay,1.0,,, 1,
1,SANDERS Tyler,,,, ,
3,MARSHALL Steven,,,, ,
10,SCLATER Ryan Joseph,,,, ,
19,BANN Blair Cameron,,,, ,
ls,,53.0,17,36,106,33.96
