No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,PANKOV Pavel,40,1.0,30,71,8.0
24,KOBZAR Igor,16,, 13,29,3.2
18,KLIUKA Egor,1,, 6,7,0.2
 7,VOLKOV Dmitry,1,, 1,2,0.2
 1,PODLESNYKH Yaroslav,1,,, 1,0.2
27,GOLUBEV Valentin,,, 3,3,0.0
17,MIKHAYLOV Maxim,,, 1,1,0.0
4,VOLVICH Artem,,,, ,
9,IAKOVLEV Ivan,,,, ,
10,BOGDAN Denis,,,, ,
15,POLETAEV Victor,,,, ,
20,KURKAEV Ilyas,,,, ,
ls,,59,1.0,54,114,11.8
