No.,Name,Points,Errors,In-Play,Total Attempts,by Set
16,SAATKAMP Lucas,1.0,4,7,12,0.33
12,SANTOS Isac,1.0,1,7,9,0.33
 9,LEAL HIDALGO Yoandy,1.0,4,, 5,0.33
 8,De SOUZA Wallace,1.0,2,1,4,0.33
18,SOUZA Ricardo Lucarelli,1.0,, 1,2,0.33
 1,REZENDE Bruno Mossa,, 1,4,5,0.0
14,CORREIA De SOUZA Douglas,,, 1,1,0.0
 5,BORGES ALMEIDA SILVA Mauricio,, 1,, 1,0.0
21,SOUZA Alan,, 1,, 1,0.0
6,GIL KRELING Fernando,,,, ,
13,De SOUZA Mauricio Luiz,,,, ,
17,HOSS Thales,,,, ,
ls,,5.0,14,21,40,1.67
