,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0,24,KARIMISOUCHELMAEI Javad,31,, 26,57,6.2
1, 4,MAROUFLAKRANI Mir Saeid,29,, 25,54,5.8
2, 2,EBADIPOUR GHARA H. Milad,4,,, 4,0.8
3,21,SALEHI Arman,3,, 1,4,0.6
4,17,SALEHI Meisam,1,, 2,3,0.2
5,10,GHAFOUR Amir,1,,, 1,0.2
6,19,MARANDI Mahdi,,, 3,3,0.0
7,15,MOJARAD Aliasghar,,, 1,1,0.0
8,6,MOUSAVI ERAGHI Seyed Mohammad,,,, ,
9,9,GHOLAMI Masoud,,,, ,
10,11,KAZEMI Saber,,,, ,
11,12,SHARIFI Morteza,,,, ,
12,ls,,69,,58,127,13.8
