No.,Name,Points,Errors,In-Play,Total Attempts,by Set
13,VERNONEVANS Sharone,2.0,2,1,5,0.4
12,van BERKEL Lucas,1.0,8,5,14,0.2
 4,HOAG Nicholas,1.0,4,6,11,0.2
 2,PERRIN John Gordon,1.0,4,3,8,0.2
17,VIGRASS Graham,, 7,8,15,0.0
 1,SANDERS Tyler,, 2,3,5,0.0
10,SCLATER Ryan Joseph,, 2,3,5,0.0
20,SZWARC Arthur,, 2,3,5,0.0
3,MARSHALL Steven,,,, ,
7,MAAR Stephen Timothy,,,, ,
9,BLANKENAU Jay,,,, ,
19,BANN Blair Cameron,,,, ,
ls,,5.0,31,32,68,1.0
