,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0, 3,BEN SLIMENE Khaled,24,, 42,66,8.0
1,20,HMISSI Saddem,2,, 2,4,0.67
2, 7,KARAMOSLI Elyes,1,,, 1,0.33
3, 9,AGREBI Omar,,, 2,2,0.0
4, 2,KADHI Ahmed,,, 1,1,0.0
5, 6,BEN OTHMEN MILADI Mohamed Ali,,, 1,1,0.0
6,15,BEN TARA Wassim,,, 1,1,0.0
7,10,NAGGA Hamza,,,, ,
8,11,MOALLA Ismail,,,, ,
9,12,BEN CHEIKH Mehdi,,,, ,
10,13,MBAREKI Selim,,,, ,
11,19,BOUGUERRA Aymen,,,, ,
12,ls,,27,,49,76,9.0
