No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,PIANO Matteo,5.0,5,4,14,1.67
 5,JUANTORENA Osmany,2.0,1,2,5,0.67
14,GALASSI Gianluca,1.0,3,2,6,0.33
19,LAVIA Daniele,1.0,, 1,2,0.33
 4,VETTORI Luca,, 1,4,5,0.0
15,SBERTOLI Riccardo,, 2,2,4,0.0
18,MICHIELETTO Alessandro,, 3,, 3,0.0
 2,KOVAR Jiri,, 1,, 1,0.0
6,GIANNELLI Simone,,,, ,
9,ZAYTSEV Ivan,,,, ,
13,COLACI Massimo,,,, ,
17,ANZANI Simone,,,, ,
ls,,9.0,16,15,40,3.0
