No.,Name,Excellents,Errors,In-Play,Attempts,%
 9,LEON VENERO Wilfredo,17,2.0,6,25,68.0
17,ZATORSKI Pawel,20,, 10,30,66.67
14,SLIWKA Aleksander,15,1.0,9,25,60.0
16,SEMENIUK Kamil,,, 2,2,
1,NOWAKOWSKI Piotr,,,, ,
5,KACZMAREK Lukasz,,,, ,
6,KUREK Bartosz,,,, ,
11,DRZYZGA Fabian,,,, ,
12,LOMACZ Grzegorz,,,, ,
13,KUBIAK Michal,,,, ,
15,KOCHANOWSKI Jakub,,,, ,
20,BIENIEK Mateusz,,,, ,
ls,,52,3.0,27,82,63.41
