,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0,14,le GOFF Nicolas,5.0,9,2,16,1.0
1, 1,CHINENYEZE Barthelemy,3.0,14,11,28,0.6
2, 9,NGAPETH Earvin,2.0,7,1,10,0.4
3,17,CLEVENOT Trevor,1.0,6,3,10,0.2
4, 4,PATRY Jean,1.0,2,5,8,0.2
5,11,BRIZARD Antoine,1.0,,, 1,0.2
6, 6,TONIUTTI Benjamin,, 4,1,5,0.0
7,16,BULTOR Daryl,, 1,, 1,0.0
8,2,GREBENNIKOV Jenia,,,, ,
9,7,TILLIE Kevin,,,, ,
10,12,BOYER Stephen,,,, ,
11,19,LOUATI Yacine,,,, ,
12,ls,,13.0,43,23,79,2.6
