No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
11,DRZYZGA Fabian,44,, 26,70,14.67
12,LOMACZ Grzegorz,1,, 1,2,0.33
14,SLIWKA Aleksander,,, 4,4,0.0
17,ZATORSKI Pawel,,, 4,4,0.0
 9,LEON VENERO Wilfredo,,, 1,1,0.0
15,KOCHANOWSKI Jakub,,, 1,1,0.0
1,NOWAKOWSKI Piotr,,,, ,
5,KACZMAREK Lukasz,,,, ,
6,KUREK Bartosz,,,, ,
13,KUBIAK Michal,,,, ,
16,SEMENIUK Kamil,,,, ,
20,BIENIEK Mateusz,,,, ,
ls,,45,,37,82,15.0
