No.,Name,Points,Errors,In-Play,Attempts,%
 7,CONTE Facundo,19.0,6,21,46,28.26
12,LIMA Bruno,11.0,7,7,25,16.0
13,PALACIOS Ezequiel,10.0,6,10,26,15.38
11,SOLE Sebastian,9.0,1,4,14,
8,LOSER Agustin,7.0,, 5,12,
15,de CECCO Luciano,1.0,, 2,3,
2,PEREYRA Federico,1.0,,, 1,
1,SANCHEZ Matias,,,, ,
6,POGLAJEN Cristian,,,, ,
9,DANANI Santiago,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,58.0,20,49,127,29.92
