,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 6,BEN OTHMEN MILADI Mohamed Ali,1.0,1,7,9,0.33
1, 2,KADHI Ahmed,, 1,9,10,0.0
2, 9,AGREBI Omar,, 1,9,10,0.0
3,15,BEN TARA Wassim,,, 8,8,0.0
4, 3,BEN SLIMENE Khaled,, 4,3,7,0.0
5,11,MOALLA Ismail,, 1,4,5,0.0
6,10,NAGGA Hamza,, 1,3,4,0.0
7, 7,KARAMOSLI Elyes,, 1,2,3,0.0
8,19,BOUGUERRA Aymen,, 1,1,2,0.0
9,20,HMISSI Saddem,,, 1,1,0.0
10,12,BEN CHEIKH Mehdi,,,, ,
11,13,MBAREKI Selim,,,, ,
12,ls,,1.0,11,47,59,0.33
