No.,Name,Excellents,Errors,In-Play,Attempts,%
18,SOUZA Ricardo Lucarelli,21,1.0,14,36,58.33
14,CORREIA De SOUZA Douglas,10,, 6,16,
17,HOSS Thales,12,1.0,2,15,
9,LEAL HIDALGO Yoandy,5,, 8,13,
1,REZENDE Bruno Mossa,,, 1,1,
13,De SOUZA Mauricio Luiz,,, 1,1,
5,BORGES ALMEIDA SILVA Mauricio,,,, ,
6,GIL KRELING Fernando,,,, ,
8,De SOUZA Wallace,,,, ,
12,SANTOS Isac,,,, ,
16,SAATKAMP Lucas,,,, ,
21,SOUZA Alan,,,, ,
ls,,48,2.0,32,82,58.54
