,TotalRk No.,Name,Excellents,Errors,In-Play,Attempts,%
0, 7,CONTE Facundo,17,1.0,14,32,53.13
1, 9,DANANI Santiago,14,3.0,11,28,50.0
2,13,PALACIOS Ezequiel,5,1.0,10,16,
3,6,POGLAJEN Cristian,3,,, 3,
4,11,SOLE Sebastian,,, 3,3,
5,12,LIMA Bruno,1,, 2,3,
6,1,SANCHEZ Matias,1,,, 1,
7,2,PEREYRA Federico,,,, ,
8,8,LOSER Agustin,,,, ,
9,15,de CECCO Luciano,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,41,5.0,40,86,47.67
