No.,Name,Points,Errors,In-Play,Attempts,%
 5,JUANTORENA Osmany,19.0,1,12,32,56.25
18,MICHIELETTO Alessandro,17.0,3,16,36,38.89
9,ZAYTSEV Ivan,7.0,2,7,16,
4,VETTORI Luca,7.0,2,6,15,
14,GALASSI Gianluca,8.0,1,, 9,
17,ANZANI Simone,4.0,2,3,9,
11,PIANO Matteo,4.0,,, 4,
6,GIANNELLI Simone,1.0,, 1,2,
2,KOVAR Jiri,,,, ,
13,COLACI Massimo,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,67.0,11,45,123,45.53
