No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 4,PATRY Jean,3.0,3,1,7,0.75
14,le GOFF Nicolas,2.0,6,7,15,0.5
 1,CHINENYEZE Barthelemy,2.0,5,1,8,0.5
 9,NGAPETH Earvin,1.0,2,3,6,0.25
12,BOYER Stephen,1.0,,, 1,0.25
 6,TONIUTTI Benjamin,, 4,4,8,0.0
17,CLEVENOT Trevor,, 2,2,4,0.0
2,GREBENNIKOV Jenia,,,, ,
7,TILLIE Kevin,,,, ,
11,BRIZARD Antoine,,,, ,
16,BULTOR Daryl,,,, ,
19,LOUATI Yacine,,,, ,
ls,,9.0,22,18,49,2.25
