No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
17,ZATORSKI Pawel,7,5.0,2,14,1.4
 9,LEON VENERO Wilfredo,7,1.0,2,10,1.4
 6,KUREK Bartosz,6,3.0,1,10,1.2
11,DRZYZGA Fabian,5,9.0,3,17,1.0
13,KUBIAK Michal,3,, 1,4,0.6
14,SLIWKA Aleksander,2,1.0,, 3,0.4
15,KOCHANOWSKI Jakub,1,1.0,1,3,0.2
20,BIENIEK Mateusz,1,, 1,2,0.2
 1,NOWAKOWSKI Piotr,,1.0,, 1,0.0
5,KACZMAREK Lukasz,,,, ,
12,LOMACZ Grzegorz,,,, ,
16,SEMENIUK Kamil,,,, ,
ls,,32,21.0,11,64,6.4
