No.,Name,Points,Errors,In-Play,Attempts,%
 2,PERRIN John Gordon,15.0,5,8,28,35.71
 4,HOAG Nicholas,17.0,5,17,39,30.77
13,VERNONEVANS Sharone,8.0,7,3,18,
12,van BERKEL Lucas,9.0,1,4,14,
10,SCLATER Ryan Joseph,5.0,4,3,12,
17,VIGRASS Graham,6.0,1,4,11,
7,MAAR Stephen Timothy,2.0,1,, 3,
20,SZWARC Arthur,2.0,,, 2,
1,SANDERS Tyler,,,, ,
3,MARSHALL Steven,,,, ,
9,BLANKENAU Jay,,,, ,
19,BANN Blair Cameron,,,, ,
ls,,64.0,24,39,127,31.5
