No.,Name,Points,Errors,In-Play,Total Attempts,by Set
 8,LOSER Agustin,3.0,6,3,12,0.6
 7,CONTE Facundo,2.0,7,3,12,0.4
 6,POGLAJEN Cristian,2.0,4,4,10,0.4
12,LIMA Bruno,1.0,6,2,9,0.2
13,PALACIOS Ezequiel,1.0,1,1,3,0.2
 2,PEREYRA Federico,1.0,,, 1,0.2
11,SOLE Sebastian,, 4,6,10,0.0
15,de CECCO Luciano,, 3,4,7,0.0
 1,SANCHEZ Matias,, 1,1,2,0.0
18,RAMOS Martin,, 1,, 1,0.0
9,DANANI Santiago,,,, ,
17,MENDEZ Nicolas,,,, ,
ls,,10.0,33,24,67,2.0
