,Avg.Rk No.,Name,Points,Errors,In-Play,Total Attempts,by Set
0, 4,PATRY Jean,1.0,2,15,18,0.2
1,17,CLEVENOT Trevor,1.0,3,14,18,0.2
2, 9,NGAPETH Earvin,, 9,11,20,0.0
3,14,le GOFF Nicolas,, 1,16,17,0.0
4, 1,CHINENYEZE Barthelemy,, 2,10,12,0.0
5,11,BRIZARD Antoine,, 4,4,8,0.0
6, 6,TONIUTTI Benjamin,,, 4,4,0.0
7, 7,TILLIE Kevin,, 1,2,3,0.0
8,19,LOUATI Yacine,,, 1,1,0.0
9,2,GREBENNIKOV Jenia,,,, ,
10,12,BOYER Stephen,,,, ,
11,16,BULTOR Daryl,,,, ,
12,ls,,2.0,22,77,101,0.4
