No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,BRIZARD Antoine,2.0,5,11,18,0.4
17,CLEVENOT Trevor,, 2,17,19,0.0
 1,CHINENYEZE Barthelemy,,, 16,16,0.0
 9,NGAPETH Earvin,, 4,12,16,0.0
 4,PATRY Jean,, 3,11,14,0.0
14,le GOFF Nicolas,,, 10,10,0.0
19,LOUATI Yacine,, 1,4,5,0.0
 6,TONIUTTI Benjamin,,, 3,3,0.0
 7,TILLIE Kevin,,, 3,3,0.0
12,BOYER Stephen,, 1,1,2,0.0
2,GREBENNIKOV Jenia,,,, ,
16,BULTOR Daryl,,,, ,
ls,,2.0,16,88,106,0.4
