No.,Name,Excellents,Errors,In-Play,Attempts,%
 7,CONTE Facundo,17,1.0,14,32,53.13
 9,DANANI Santiago,14,3.0,11,28,50.0
13,PALACIOS Ezequiel,5,1.0,10,16,
6,POGLAJEN Cristian,3,,, 3,
11,SOLE Sebastian,,, 3,3,
12,LIMA Bruno,1,, 2,3,
1,SANCHEZ Matias,1,,, 1,
2,PEREYRA Federico,,,, ,
8,LOSER Agustin,,,, ,
15,de CECCO Luciano,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,41,5.0,40,86,47.67
