No.,Name,Points,Errors,In-Play,Total Attempts,by Set
11,SOLE Sebastian,3.0,6,8,17,0.75
 8,LOSER Agustin,1.0,3,3,7,0.25
15,de CECCO Luciano,1.0,6,, 7,0.25
13,PALACIOS Ezequiel,1.0,1,3,5,0.25
 2,PEREYRA Federico,1.0,,, 1,0.25
 7,CONTE Facundo,, 2,3,5,0.0
12,LIMA Bruno,, 2,2,4,0.0
 1,SANCHEZ Matias,,, 1,1,0.0
6,POGLAJEN Cristian,,,, ,
9,DANANI Santiago,,,, ,
17,MENDEZ Nicolas,,,, ,
18,RAMOS Martin,,,, ,
ls,,7.0,20,20,47,1.75
