No.,Name,Excellents,Errors,In-Play,Attempts,%
11,MOALLA Ismail,5,, 13,18,27.78
20,HMISSI Saddem,6,, 9,15,
6,BEN OTHMEN MILADI Mohamed Ali,8,1.0,5,14,
7,KARAMOSLI Elyes,3,1.0,5,9,
19,BOUGUERRA Aymen,,1.0,2,3,
10,NAGGA Hamza,,1.0,1,2,
9,AGREBI Omar,,, 1,1,
15,BEN TARA Wassim,,, 1,1,
2,KADHI Ahmed,,,, ,
3,BEN SLIMENE Khaled,,,, ,
12,BEN CHEIKH Mehdi,,,, ,
13,MBAREKI Selim,,,, ,
ls,,22,4.0,37,63,34.92
