No.,Name,Points,Errors,In-Play,Attempts,%
18,MICHIELETTO Alessandro,18.0,2,7,27,59.26
 5,JUANTORENA Osmany,20.0,6,12,38,36.84
4,VETTORI Luca,10.0,1,5,16,
9,ZAYTSEV Ivan,3.0,6,4,13,
14,GALASSI Gianluca,5.0,1,2,8,
17,ANZANI Simone,4.0,1,2,7,
6,GIANNELLI Simone,2.0,, 2,4,
11,PIANO Matteo,1.0,2,1,4,
2,KOVAR Jiri,1.0,,, 1,
13,COLACI Massimo,,,, ,
15,SBERTOLI Riccardo,,,, ,
19,LAVIA Daniele,,,, ,
ls,,64.0,19,35,118,38.14
