No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
22,SHOJI Erik,6,4.0,1,11,2.0
 8,DEFALCO Torey,5,6.0,1,12,1.67
 3,SANDER Taylor,5,3.0,3,11,1.67
11,CHRISTENSON Micah,5,3.0,1,9,1.67
 1,ANDERSON Matthew,1,5.0,3,9,0.33
20,SMITH David,1,1.0,, 2,0.33
12,HOLT Maxwell,,2.0,, 2,0.0
5,ENSING Kyle,,,, ,
6,STAHL Mitchell,,,, ,
7,SHOJI Kawika,,,, ,
17,JAESCHKE Thomas,,,, ,
18,MUAGUTUTIA Garrett,,,, ,
ls,,23,24.0,9,56,7.67
