,Avg.Rk No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
0, 9,DANANI Santiago,11,6.0,1,18,2.2
1,15,de CECCO Luciano,8,2.0,, 10,1.6
2, 7,CONTE Facundo,5,4.0,, 9,1.0
3,13,PALACIOS Ezequiel,4,6.0,, 10,0.8
4,12,LIMA Bruno,3,6.0,4,13,0.6
5, 6,POGLAJEN Cristian,2,1.0,1,4,0.4
6, 8,LOSER Agustin,2,1.0,, 3,0.4
7,11,SOLE Sebastian,1,1.0,1,3,0.2
8,1,SANCHEZ Matias,,,, ,
9,2,PEREYRA Federico,,,, ,
10,17,MENDEZ Nicolas,,,, ,
11,18,RAMOS Martin,,,, ,
12,ls,,36,27.0,7,70,7.2
