No.,Name,Points,Errors,In-Play,Attempts,%
 5,JUANTORENA Osmany,18.0,1,13,32,53.13
 9,ZAYTSEV Ivan,9.0,5,8,22,18.18
18,MICHIELETTO Alessandro,7.0,6,12,25,4.0
14,GALASSI Gianluca,9.0,1,4,14,
4,VETTORI Luca,5.0,1,1,7,
17,ANZANI Simone,2.0,2,2,6,
6,GIANNELLI Simone,2.0,, 1,3,
11,PIANO Matteo,2.0,,, 2,
19,LAVIA Daniele,, 1,1,2,
2,KOVAR Jiri,,,, ,
13,COLACI Massimo,,,, ,
15,SBERTOLI Riccardo,,,, ,
ls,,54.0,17,42,113,32.74
