No.,Name,Excellents,Errors,In-Play,Total Attempts,by Set
 2,GREBENNIKOV Jenia,14,5.0,4,23,2.8
 9,NGAPETH Earvin,6,4.0,2,12,1.2
17,CLEVENOT Trevor,5,2.0,, 7,1.0
 1,CHINENYEZE Barthelemy,4,2.0,1,7,0.8
11,BRIZARD Antoine,3,5.0,4,12,0.6
 4,PATRY Jean,2,6.0,4,12,0.4
12,BOYER Stephen,1,,, 1,0.2
14,le GOFF Nicolas,,1.0,, 1,0.0
6,TONIUTTI Benjamin,,,, ,
7,TILLIE Kevin,,,, ,
16,BULTOR Daryl,,,, ,
19,LOUATI Yacine,,,, ,
ls,,35,25.0,15,75,7.0
